Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00006084,SCPA00006084,SIC0001768,PA00000003,2022-01-02,12:05:21,
SCPA00006085,SCPA00006085,SIC0014024,PA00000003,2022-01-02,12:05:21,
SCPA00006086,SCPA00006086,SIC0015531,PA00000003,2022-01-02,12:05:21,
SCPA00006087,SCPA00006087,SIC0011687,PA00000003,2022-01-02,12:05:21,
SCPA00006088,SCPA00006088,SIC0010848,PA00000003,2022-01-02,12:05:21,
SCPA00006089,SCPA00006089,SIC0000781,PA00000003,2022-01-02,12:05:21,
SCPA00006090,SCPA00006090,SIC0011582,PA00000003,2022-01-02,12:05:21,
SCPA00006091,SCPA00006091,SIC0000779,PA00000003,2022-01-02,12:05:21,
SCPA00006092,SCPA00006092,SIC0008725,PA00000003,2022-01-02,12:05:21,
SCPA00006093,SCPA00006093,SIC0017542,PA00000003,2022-01-02,12:05:21,
SCPA00006094,SCPA00006094,SIC0001352,PA00000003,2022-01-02,12:05:21,
SCPA00006095,SCPA00006095,SIC0006214,PA00000003,2022-01-02,12:05:21,
SCPA00006096,SCPA00006096,SIC0001882,PA00000003,2022-01-02,12:05:21,
SCPA00006097,SCPA00006097,SIC0014417,PA00000003,2022-01-02,12:05:21,
SCPA00006098,SCPA00006098,SIC0012539,PA00000003,2022-01-02,12:05:21,
SCPA00006099,SCPA00006099,SIC0003881,PA00000003,2022-01-02,12:05:21,
SCPA00006100,SCPA00006100,SIC0013477,PA00000003,2022-01-02,12:05:21,
SCPA00006101,SCPA00006101,SIC0006479,PA00000003,2022-01-02,12:05:21,
SCPA00006102,SCPA00006102,SIC0013144,PA00000003,2022-01-02,12:05:21,
SCPA00006103,SCPA00006103,SIC0005869,PA00000003,2022-01-02,12:05:21,
SCPA00006104,SCPA00006104,SIC0005249,PA00000003,2022-01-02,12:05:21,
SCPA00006105,SCPA00006105,SIC0011400,PA00000003,2022-01-02,12:05:21,
SCPA00006106,SCPA00006106,SIC0015594,PA00000003,2022-01-02,12:05:21,
SCPA00006107,SCPA00006107,SIC0011776,PA00000003,2022-01-02,12:05:21,
SCPA00006108,SCPA00006108,SIC0004821,PA00000003,2022-01-02,12:05:21,
SCPA00006109,SCPA00006109,SIC0014306,PA00000003,2022-01-02,12:05:21,
SCPA00006110,SCPA00006110,SIC0015165,PA00000003,2022-01-02,12:05:21,
SCPA00006111,SCPA00006111,SIC0005551,PA00000003,2022-01-02,12:05:21,
SCPA00006112,SCPA00006112,SIC0017273,PA00000003,2022-01-02,12:05:21,
SCPA00006113,SCPA00006113,SIC0005149,PA00000003,2022-01-02,12:05:21,
SCPA00006114,SCPA00006114,SIC0017727,PA00000003,2022-01-02,12:05:21,
SCPA00006115,SCPA00006115,SIC0009480,PA00000003,2022-01-02,12:05:21,
SCPA00006116,SCPA00006116,SIC0004643,PA00000003,2022-01-02,12:05:21,
SCPA00006117,SCPA00006117,SIC0006174,PA00000003,2022-01-02,12:05:21,
SCPA00006118,SCPA00006118,SIC0000702,PA00000003,2022-01-02,12:05:21,
SCPA00006119,SCPA00006119,SIC0004218,PA00000003,2022-01-02,12:05:21,
SCPA00006120,SCPA00006120,SIC0016091,PA00000003,2022-01-02,12:05:21,
SCPA00006121,SCPA00006121,SIC0012194,PA00000003,2022-01-02,12:05:21,
SCPA00006122,SCPA00006122,SIC0017352,PA00000003,2022-01-02,12:05:21,
SCPA00006123,SCPA00006123,SIC0010170,PA00000003,2022-01-02,12:05:21,
SCPA00006124,SCPA00006124,SIC0010676,PA00000003,2022-01-02,12:05:21,
SCPA00006125,SCPA00006125,SIC0004881,PA00000003,2022-01-02,12:05:21,
SCPA00006126,SCPA00006126,SIC0016467,PA00000003,2022-01-02,12:05:21,
SCPA00006127,SCPA00006127,SIC0015796,PA00000003,2022-01-02,12:05:21,
SCPA00006128,SCPA00006128,SIC0000004,PA00000003,2022-01-02,12:05:21,
SCPA00006129,SCPA00006129,SIC0014167,PA00000003,2022-01-02,12:05:21,
SCPA00006130,SCPA00006130,SIC0011383,PA00000003,2022-01-02,12:05:21,
SCPA00006131,SCPA00006131,SIC0006177,PA00000003,2022-01-02,12:05:21,
SCPA00006132,SCPA00006132,SIC0000740,PA00000003,2022-01-02,12:05:21,
SCPA00006133,SCPA00006133,SIC0005776,PA00000003,2022-01-02,12:05:21,
SCPA00006134,SCPA00006134,SIC0004062,PA00000003,2022-01-02,12:05:21,
SCPA00006135,SCPA00006135,SIC0004552,PA00000003,2022-01-02,12:05:21,
SCPA00006136,SCPA00006136,SIC0009985,PA00000003,2022-01-02,12:05:21,
SCPA00006137,SCPA00006137,SIC0016140,PA00000003,2022-01-02,12:05:21,
SCPA00006138,SCPA00006138,SIC0006052,PA00000003,2022-01-02,12:05:21,
SCPA00006139,SCPA00006139,SIC0003613,PA00000003,2022-01-02,12:05:21,
SCPA00006140,SCPA00006140,SIC0017022,PA00000003,2022-01-02,12:05:21,
SCPA00006141,SCPA00006141,SIC0014366,PA00000003,2022-01-02,12:05:21,
SCPA00006142,SCPA00006142,SIC0014948,PA00000003,2022-01-02,12:05:21,
SCPA00006143,SCPA00006143,SIC0003715,PA00000003,2022-01-02,12:05:21,
SCPA00006144,SCPA00006144,SIC0004474,PA00000003,2022-01-02,12:05:21,
SCPA00006145,SCPA00006145,SIC0009821,PA00000003,2022-01-02,12:05:21,
SCPA00006146,SCPA00006146,SIC0014209,PA00000003,2022-01-02,12:05:21,
SCPA00006147,SCPA00006147,SIC0017103,PA00000003,2022-01-02,12:05:21,
SCPA00006148,SCPA00006148,SIC0016233,PA00000003,2022-01-02,12:05:21,
SCPA00006149,SCPA00006149,SIC0008714,PA00000003,2022-01-02,12:05:21,
SCPA00006150,SCPA00006150,SIC0004113,PA00000003,2022-01-02,12:05:21,
SCPA00006151,SCPA00006151,SIC0013047,PA00000003,2022-01-02,12:05:21,
SCPA00006152,SCPA00006152,SIC0016419,PA00000003,2022-01-02,12:05:21,
SCPA00006153,SCPA00006153,SIC0006151,PA00000003,2022-01-02,12:05:21,
SCPA00006154,SCPA00006154,SIC0000675,PA00000003,2022-01-02,12:05:21,
SCPA00006155,SCPA00006155,SIC0016036,PA00000003,2022-01-02,12:05:21,
SCPA00006156,SCPA00006156,SIC0014571,PA00000003,2022-01-02,12:05:21,
SCPA00006157,SCPA00006157,SIC0015502,PA00000003,2022-01-02,12:05:21,
SCPA00006158,SCPA00006158,SIC0004498,PA00000003,2022-01-02,12:05:21,
SCPA00006159,SCPA00006159,SIC0011628,PA00000003,2022-01-02,12:05:21,
SCPA00006160,SCPA00006160,SIC0012653,PA00000003,2022-01-02,12:05:21,
SCPA00006161,SCPA00006161,SIC0016571,PA00000003,2022-01-02,12:05:21,
SCPA00006162,SCPA00006162,SIC0000637,PA00000003,2022-01-02,12:05:21,
SCPA00006163,SCPA00006163,SIC0013031,PA00000003,2022-01-02,12:05:21,
SCPA00006164,SCPA00006164,SIC0005067,PA00000003,2022-01-02,12:05:21,
SCPA00006165,SCPA00006165,SIC0013688,PA00000003,2022-01-02,12:05:21,
SCPA00006166,SCPA00006166,SIC0002817,PA00000003,2022-01-02,12:05:21,
SCPA00006167,SCPA00006167,SIC0009967,PA00000003,2022-01-02,12:05:21,
SCPA00006168,SCPA00006168,SIC0005474,PA00000003,2022-01-02,12:05:21,
SCPA00006169,SCPA00006169,SIC0011534,PA00000003,2022-01-02,12:05:21,
SCPA00006170,SCPA00006170,SIC0017532,PA00000003,2022-01-02,12:05:21,
SCPA00006171,SCPA00006171,SIC0008771,PA00000003,2022-01-02,12:05:21,
SCPA00006172,SCPA00006172,SIC0001154,PA00000003,2022-01-02,12:05:21,
SCPA00006173,SCPA00006173,SIC0015275,PA00000003,2022-01-02,12:05:21,
SCPA00006174,SCPA00006174,SIC0008971,PA00000003,2022-01-02,12:05:21,
SCPA00006175,SCPA00006175,SIC0003853,PA00000003,2022-01-02,12:05:21,
SCPA00006176,SCPA00006176,SIC0005098,PA00000003,2022-01-02,12:05:21,
SCPA00006177,SCPA00006177,SIC0006596,PA00000003,2022-01-02,12:05:21,
SCPA00006178,SCPA00006178,SIC0016836,PA00000003,2022-01-02,12:05:21,
SCPA00006179,SCPA00006179,SIC0000809,PA00000003,2022-01-02,12:05:21,
SCPA00006180,SCPA00006180,SIC0004115,PA00000003,2022-01-02,12:05:21,
SCPA00006181,SCPA00006181,SIC0014939,PA00000003,2022-01-02,12:05:21,
SCPA00006182,SCPA00006182,SIC0012467,PA00000003,2022-01-02,12:05:21,
SCPA00006183,SCPA00006183,SIC0013958,PA00000003,2022-01-02,12:05:21,
SCPA00006184,SCPA00006184,SIC0017267,PA00000003,2022-01-02,12:05:21,
SCPA00006185,SCPA00006185,SIC0006566,PA00000003,2022-01-02,12:05:21,
SCPA00006186,SCPA00006186,SIC0000749,PA00000003,2022-01-02,12:05:21,
SCPA00006187,SCPA00006187,SIC0014153,PA00000003,2022-01-02,12:05:21,
SCPA00006188,SCPA00006188,SIC0015640,PA00000003,2022-01-02,12:05:21,
SCPA00006189,SCPA00006189,SIC0004051,PA00000003,2022-01-02,12:05:21,
SCPA00006190,SCPA00006190,SIC0001448,PA00000003,2022-01-02,12:05:21,
SCPA00006191,SCPA00006191,SIC0004984,PA00000003,2022-01-02,12:05:21,
SCPA00006192,SCPA00006192,SIC0001828,PA00000003,2022-01-02,12:05:21,
SCPA00006193,SCPA00006193,SIC0000406,PA00000003,2022-01-02,12:05:21,
SCPA00006194,SCPA00006194,SIC0016683,PA00000003,2022-01-02,12:05:21,
SCPA00006195,SCPA00006195,SIC0013575,PA00000003,2022-01-02,12:05:21,
SCPA00006196,SCPA00006196,SIC0014287,PA00000003,2022-01-02,12:05:21,
SCPA00006197,SCPA00006197,SIC0003622,PA00000003,2022-01-02,12:05:21,
SCPA00006198,SCPA00006198,SIC0015670,PA00000003,2022-01-02,12:05:21,
SCPA00006199,SCPA00006199,SIC0013566,PA00000003,2022-01-02,12:05:21,
SCPA00006200,SCPA00006200,SIC0010024,PA00000003,2022-01-02,12:05:21,
SCPA00006201,SCPA00006201,SIC0013240,PA00000003,2022-01-02,12:05:21,
SCPA00006202,SCPA00006202,SIC0012353,PA00000003,2022-01-02,12:05:21,
SCPA00006203,SCPA00006203,SIC0002004,PA00000003,2022-01-02,12:05:21,
SCPA00006204,SCPA00006204,SIC0006495,PA00000003,2022-01-02,12:05:21,
SCPA00006205,SCPA00006205,SIC0017704,PA00000003,2022-01-02,12:05:21,
SCPA00006206,SCPA00006206,SIC0000239,PA00000003,2022-01-02,12:05:21,
SCPA00006207,SCPA00006207,SIC0003587,PA00000003,2022-01-02,12:05:21,
SCPA00006208,SCPA00006208,SIC0009264,PA00000003,2022-01-02,12:05:21,
SCPA00006209,SCPA00006209,SIC0001671,PA00000003,2022-01-02,12:05:21,
SCPA00006210,SCPA00006210,SIC0001473,PA00000003,2022-01-02,12:05:21,
SCPA00006211,SCPA00006211,SIC0009541,PA00000003,2022-01-02,12:05:21,
SCPA00006212,SCPA00006212,SIC0004707,PA00000003,2022-01-02,12:05:21,
SCPA00006213,SCPA00006213,SIC0015431,PA00000003,2022-01-02,12:05:21,
SCPA00006214,SCPA00006214,SIC0001896,PA00000003,2022-01-02,12:05:21,
SCPA00006215,SCPA00006215,SIC0005272,PA00000003,2022-01-02,12:05:21,
SCPA00006216,SCPA00006216,SIC0002623,PA00000003,2022-01-02,12:05:21,
SCPA00006217,SCPA00006217,SIC0017661,PA00000003,2022-01-02,12:05:21,
SCPA00006218,SCPA00006218,SIC0015334,PA00000003,2022-01-02,12:05:21,
SCPA00006219,SCPA00006219,SIC0000782,PA00000003,2022-01-02,12:05:21,
SCPA00006220,SCPA00006220,SIC0000160,PA00000003,2022-01-02,12:05:21,
SCPA00006221,SCPA00006221,SIC0002934,PA00000003,2022-01-02,12:05:21,
SCPA00006222,SCPA00006222,SIC0012902,PA00000003,2022-01-02,12:05:21,
SCPA00006223,SCPA00006223,SIC0012543,PA00000003,2022-01-02,12:05:21,
SCPA00006224,SCPA00006224,SIC0013915,PA00000003,2022-01-02,12:05:21,
SCPA00006225,SCPA00006225,SIC0014017,PA00000003,2022-01-02,12:05:21,
SCPA00006226,SCPA00006226,SIC0011409,PA00000003,2022-01-02,12:05:21,
SCPA00006227,SCPA00006227,SIC0000467,PA00000003,2022-01-02,12:05:21,
SCPA00006228,SCPA00006228,SIC0016220,PA00000003,2022-01-02,12:05:21,
SCPA00006229,SCPA00006229,SIC0005450,PA00000003,2022-01-02,12:05:21,
SCPA00006230,SCPA00006230,SIC0016975,PA00000003,2022-01-02,12:05:21,
SCPA00006231,SCPA00006231,SIC0011268,PA00000003,2022-01-02,12:05:21,
SCPA00006232,SCPA00006232,SIC0006434,PA00000003,2022-01-02,12:05:21,
SCPA00006233,SCPA00006233,SIC0015664,PA00000003,2022-01-02,12:05:21,
SCPA00006234,SCPA00006234,SIC0013829,PA00000003,2022-01-02,12:05:21,
SCPA00006235,SCPA00006235,SIC0005517,PA00000003,2022-01-02,12:05:21,
SCPA00006236,SCPA00006236,SIC0015144,PA00000003,2022-01-02,12:05:21,
SCPA00006237,SCPA00006237,SIC0010558,PA00000003,2022-01-02,12:05:21,
SCPA00006238,SCPA00006238,SIC0002524,PA00000003,2022-01-02,12:05:21,
SCPA00006239,SCPA00006239,SIC0016341,PA00000003,2022-01-02,12:05:21,
SCPA00006240,SCPA00006240,SIC0011674,PA00000003,2022-01-02,12:05:21,
SCPA00006241,SCPA00006241,SIC0015215,PA00000003,2022-01-02,12:05:21,
SCPA00006242,SCPA00006242,SIC0013740,PA00000003,2022-01-02,12:05:21,
SCPA00006243,SCPA00006243,SIC0005998,PA00000003,2022-01-02,12:05:21,
SCPA00006244,SCPA00006244,SIC0017481,PA00000003,2022-01-02,12:05:21,
SCPA00006245,SCPA00006245,SIC0015432,PA00000003,2022-01-02,12:05:21,
SCPA00006246,SCPA00006246,SIC0005175,PA00000003,2022-01-02,12:05:21,
SCPA00006247,SCPA00006247,SIC0014586,PA00000003,2022-01-02,12:05:21,
SCPA00006248,SCPA00006248,SIC0016414,PA00000003,2022-01-02,12:05:21,
SCPA00006249,SCPA00006249,SIC0014402,PA00000003,2022-01-02,12:05:21,
SCPA00006250,SCPA00006250,SIC0016807,PA00000003,2022-01-02,12:05:21,
SCPA00006251,SCPA00006251,SIC0003582,PA00000003,2022-01-02,12:05:21,
SCPA00006252,SCPA00006252,SIC0003472,PA00000003,2022-01-02,12:05:21,
SCPA00006253,SCPA00006253,SIC0005445,PA00000003,2022-01-02,12:05:21,
SCPA00006254,SCPA00006254,SIC0005796,PA00000003,2022-01-02,12:05:21,
SCPA00006255,SCPA00006255,SIC0009294,PA00000003,2022-01-02,12:05:21,
SCPA00006256,SCPA00006256,SIC0010038,PA00000003,2022-01-02,12:05:21,
SCPA00006257,SCPA00006257,SIC0016192,PA00000003,2022-01-02,12:05:21,
SCPA00006258,SCPA00006258,SIC0002593,PA00000003,2022-01-02,12:05:21,
SCPA00006259,SCPA00006259,SIC0001121,PA00000003,2022-01-02,12:05:21,
SCPA00006260,SCPA00006260,SIC0003212,PA00000003,2022-01-02,12:05:21,
SCPA00006261,SCPA00006261,SIC0005584,PA00000003,2022-01-02,12:05:21,
SCPA00006262,SCPA00006262,SIC0003964,PA00000003,2022-01-02,12:05:21,
SCPA00006263,SCPA00006263,SIC0016354,PA00000003,2022-01-02,12:05:21,
SCPA00006264,SCPA00006264,SIC0003163,PA00000003,2022-01-02,12:05:21,
SCPA00006265,SCPA00006265,SIC0003284,PA00000003,2022-01-02,12:05:21,
SCPA00006266,SCPA00006266,SIC0017477,PA00000003,2022-01-02,12:05:21,
SCPA00006267,SCPA00006267,SIC0003127,PA00000003,2022-01-02,12:05:21,
SCPA00006268,SCPA00006268,SIC0015121,PA00000003,2022-01-02,12:05:21,
SCPA00006269,SCPA00006269,SIC0010993,PA00000003,2022-01-02,12:05:21,
SCPA00006270,SCPA00006270,SIC0009796,PA00000003,2022-01-02,12:05:21,
SCPA00006271,SCPA00006271,SIC0010840,PA00000003,2022-01-02,12:05:21,
SCPA00006272,SCPA00006272,SIC0012118,PA00000003,2022-01-02,12:05:21,
SCPA00006273,SCPA00006273,SIC0002765,PA00000003,2022-01-02,12:05:21,
SCPA00006274,SCPA00006274,SIC0017708,PA00000003,2022-01-02,12:05:21,
SCPA00006275,SCPA00006275,SIC0005916,PA00000003,2022-01-02,12:05:21,
SCPA00006276,SCPA00006276,SIC0004901,PA00000003,2022-01-02,12:05:21,
SCPA00006277,SCPA00006277,SIC0006545,PA00000003,2022-01-02,12:05:21,
SCPA00006278,SCPA00006278,SIC0010276,PA00000003,2022-01-02,12:05:21,
SCPA00006279,SCPA00006279,SIC0015816,PA00000003,2022-01-02,12:05:21,
SCPA00006280,SCPA00006280,SIC0014227,PA00000003,2022-01-02,12:05:21,
SCPA00006281,SCPA00006281,SIC0016570,PA00000003,2022-01-02,12:05:21,
SCPA00006282,SCPA00006282,SIC0001624,PA00000003,2022-01-02,12:05:21,
SCPA00006283,SCPA00006283,SIC0014882,PA00000003,2022-01-02,12:05:21,
SCPA00006284,SCPA00006284,SIC0006603,PA00000003,2022-01-02,12:05:21,
SCPA00006285,SCPA00006285,SIC0010836,PA00000003,2022-01-02,12:05:21,
SCPA00006286,SCPA00006286,SIC0000789,PA00000003,2022-01-02,12:05:21,
SCPA00006287,SCPA00006287,SIC0000786,PA00000003,2022-01-02,12:05:21,
SCPA00006288,SCPA00006288,SIC0017304,PA00000003,2022-01-02,12:05:21,
SCPA00006289,SCPA00006289,SIC0004314,PA00000003,2022-01-02,12:05:21,
SCPA00006290,SCPA00006290,SIC0012288,PA00000003,2022-01-02,12:05:21,
SCPA00006291,SCPA00006291,SIC0010791,PA00000003,2022-01-02,12:05:21,
SCPA00006292,SCPA00006292,SIC0014308,PA00000003,2022-01-02,12:05:21,
SCPA00006293,SCPA00006293,SIC0014228,PA00000003,2022-01-02,12:05:21,
SCPA00006294,SCPA00006294,SIC0013010,PA00000003,2022-01-02,12:05:21,
SCPA00006295,SCPA00006295,SIC0003575,PA00000003,2022-01-02,12:05:21,
SCPA00006296,SCPA00006296,SIC0005392,PA00000003,2022-01-02,12:05:21,
SCPA00006297,SCPA00006297,SIC0012725,PA00000003,2022-01-02,12:05:21,
SCPA00006298,SCPA00006298,SIC0005934,PA00000003,2022-01-02,12:05:21,
SCPA00006299,SCPA00006299,SIC0012941,PA00000003,2022-01-02,12:05:21,
SCPA00006300,SCPA00006300,SIC0000965,PA00000003,2022-01-02,12:05:21,
SCPA00006301,SCPA00006301,SIC0004200,PA00000003,2022-01-02,12:05:21,
SCPA00006302,SCPA00006302,SIC0014193,PA00000003,2022-01-02,12:05:21,
SCPA00006303,SCPA00006303,SIC0013394,PA00000003,2022-01-02,12:05:21,
SCPA00006304,SCPA00006304,SIC0004758,PA00000003,2022-01-02,12:05:21,
SCPA00006305,SCPA00006305,SIC0009847,PA00000003,2022-01-02,12:05:21,
SCPA00006306,SCPA00006306,SIC0014714,PA00000003,2022-01-02,12:05:21,
SCPA00006307,SCPA00006307,SIC0016890,PA00000003,2022-01-02,12:05:21,
SCPA00006308,SCPA00006308,SIC0016257,PA00000003,2022-01-02,12:05:21,
SCPA00006309,SCPA00006309,SIC0001151,PA00000003,2022-01-02,12:05:21,
SCPA00006310,SCPA00006310,SIC0001214,PA00000003,2022-01-02,12:05:21,
SCPA00006311,SCPA00006311,SIC0014120,PA00000003,2022-01-02,12:05:21,
SCPA00006312,SCPA00006312,SIC0005129,PA00000003,2022-01-02,12:05:21,
SCPA00006313,SCPA00006313,SIC0012365,PA00000003,2022-01-02,12:05:21,
SCPA00006314,SCPA00006314,SIC0009003,PA00000003,2022-01-02,12:05:21,
SCPA00006315,SCPA00006315,SIC0010090,PA00000003,2022-01-02,12:05:21,
SCPA00006316,SCPA00006316,SIC0001919,PA00000003,2022-01-02,12:05:21,
SCPA00006317,SCPA00006317,SIC0015062,PA00000003,2022-01-02,12:05:21,
SCPA00006318,SCPA00006318,SIC0006493,PA00000003,2022-01-02,12:05:21,
SCPA00006319,SCPA00006319,SIC0017640,PA00000003,2022-01-02,12:05:21,
SCPA00006320,SCPA00006320,SIC0005014,PA00000003,2022-01-02,12:05:21,
SCPA00006321,SCPA00006321,SIC0006469,PA00000003,2022-01-02,12:05:21,
