Fecha,Hora,Megabytes Normal,Megabytes Picos,Megabytes MySQL
2023-08-31,12:04:58,0.75,0.83,454.390625
2023-08-31,12:08:03,0.75,0.83,454.390625
2023-08-31,13:20:31,1.41,1.48,515.578125
2023-08-31,13:28:20,0.75,0.83,515.578125
2023-08-31,13:35:52,0.77,0.99,753.828125
2023-08-31,13:36:10,1.37,7.46,759.3125
2023-08-31,13:36:58,0.83,1.04,759.984375
2023-08-31,14:02:10,0.78,0.99,759.984375
2023-08-31,16:29:00,1.41,1.49,817.71875
2023-08-31,16:29:37,1.41,1.49,817.71875
2023-08-31,16:30:03,0.78,0.99,817.71875
2023-08-31,16:30:20,1.39,7.47,817.71875
2023-08-31,18:12:48,1.41,1.49,187.0625
2023-08-31,18:12:56,0.78,0.99,187.0625
2023-08-31,18:13:02,1.38,7.47,188.625
2023-08-31,18:14:11,0.82,1.03,219.375
2023-08-31,18:14:21,80.2,97.82,228.34375
2023-08-31,18:14:49,86.18,97.97,228.390625
2023-08-31,18:31:50,80.09,97.97,249.515625
2023-08-31,18:32:04,1.43,1.61,258.078125
2023-08-31,18:36:07,1.41,1.49,83.015625
2023-08-31,18:36:34,0.78,0.99,83.078125
2023-08-31,18:36:42,1.24,2.25,84.140625
2023-08-31,18:49:58,3.21,3.42,133
2023-08-31,18:50:12,3.21,3.42,133
2023-08-31,19:01:04,3.21,3.42,854.34375
2023-08-31,19:01:14,6.19,7.11,887.3125
2023-08-31,19:05:34,15.99,16.17,888.09375
2023-08-31,19:06:23,19.72,19.91,889.15625
2023-08-31,19:12:12,26.48,28.06,889.15625
2023-08-31,19:15:38,13.75,28.06,893.703125
2023-08-31,19:25:58,0.78,1,893.703125
2023-08-31,19:26:46,7.91,9.01,893.703125
2023-08-31,23:37:17,7.91,9.01,203.5625
2023-08-31,23:42:36,27.5,34.79,229.203125
2023-08-31,23:42:49,1.43,1.61,229.421875
2023-08-31,23:42:57,0.78,0.99,229.421875
2023-08-31,23:44:13,1.39,7.48,306.1875
2023-08-31,23:44:46,1.4,7.48,306.1875
2023-09-01,02:47:27,1.37,1.45,452.296875
2023-09-01,03:08:31,0.78,0.99,505.046875
2023-09-02,20:57:51,1.41,1.48,7812.734375
2023-09-02,20:57:57,0.77,0.98,7812.765625
2023-09-02,21:10:50,1.41,1.48,7832.359375
2023-09-02,21:11:01,0.77,0.99,7832.359375
2023-09-02,21:11:15,1.37,7.46,7837.875
2023-09-02,21:12:39,0.83,1.04,7830.75
2023-09-02,21:12:56,27.51,34.8,7830.921875
2023-09-02,21:13:42,39.32,42.08,7830.9375
2023-09-02,21:14:48,0.78,1,7830.953125
2023-09-02,21:15:03,80.2,97.81,7829.5625
2023-09-02,21:15:22,90.61,97.98,7829.5625
2023-09-02,21:16:33,80.2,97.81,7829.5625
2023-09-03,00:55:41,1.41,1.49,7822.796875
2023-09-03,11:44:47,1.41,1.48,1228.359375
2023-09-03,11:44:56,0.77,0.98,1228.359375
2023-09-03,11:45:11,80.18,97.8,1228.4375
2023-09-03,11:45:31,92.12,97.96,1231.828125
2023-09-03,11:58:12,92.12,97.96,1231.828125
2023-09-03,14:30:53,1.41,1.48,1234.609375
2023-09-03,14:45:33,0.75,0.83,1234.640625
2023-09-03,14:50:35,0.75,0.83,1234.640625
2023-09-03,14:51:49,0.84,1.06,1234.78125
2023-09-03,15:07:26,0.79,0.92,1234.78125
2023-09-03,15:16:08,0.79,0.92,1244.453125
2023-09-03,22:43:56,1.41,1.48,95.9375
2023-09-04,00:52:49,1.41,1.48,1640.765625
2023-09-04,00:52:56,0.77,0.98,1640.765625
2023-09-04,00:54:23,0.77,0.98,1640.765625
2023-09-04,00:54:52,83.41,97.83,1648.0625
2023-09-04,00:56:28,83.41,97.83,1648.3125
2023-09-04,00:57:45,83.41,97.83,1648.4375
2023-09-04,01:02:06,83.41,97.83,1648.4375
2023-09-04,01:04:13,0.77,0.98,1648.4375
2023-09-04,01:09:16,1.01,7.16,4891.84375
2023-09-04,01:13:23,0.77,0.99,4892.078125
2023-09-05,21:52:07,1.41,1.48,570.90625
2023-09-06,00:12:57,1.41,1.48,2054.109375
2023-09-06,13:22:55,1.41,1.48,2988.734375
2023-09-06,13:47:58,0.76,0.84,3007.5625
2023-09-06,13:48:03,0.78,0.99,3007.6875
2023-09-06,14:17:14,1.41,1.48,3039.828125
2023-09-06,14:17:21,0.77,0.98,3040.234375
2023-09-06,14:17:29,1.37,7.46,3066.328125
2023-09-06,14:17:48,0.81,1.03,3143.0625
2023-09-06,14:18:21,83.43,97.85,3357.265625
2023-09-06,17:22:31,1.41,1.48,7897.546875
2023-09-06,17:22:40,0.77,0.99,7897.515625
2023-09-06,17:23:21,1.42,7.47,7897.296875
2023-09-06,17:23:40,1.44,7.5,7895.046875
2023-09-06,19:13:14,1.41,1.48,1990.109375
2023-09-06,19:13:55,1.43,1.61,1990.28125
2023-09-06,19:14:00,0.78,0.99,1990.28125
2023-09-06,19:14:46,1.41,1.49,1990.28125
2023-09-06,19:14:55,0.78,0.99,1990.28125
2023-09-06,19:17:56,5.54,6.46,2023.28125
2023-09-06,19:19:17,15.98,16.17,2032.9375
2023-09-06,19:19:39,16.3,16.51,2033
2023-09-06,19:19:53,15.99,16.17,2033
2023-09-06,19:20:44,16.34,16.55,2033
2023-09-06,19:21:05,15.99,16.17,2033
2023-09-06,19:21:14,19.72,19.9,2034.453125
2023-09-06,19:24:32,26.48,28.05,2034.453125
2023-09-06,19:24:41,7.07,28.05,2040.046875
2023-09-06,19:25:34,36.35,44.62,2040.71875
2023-09-06,19:26:45,0.88,1.1,2690.0625
2023-09-06,19:30:38,0.88,1.1,2730.96875
2023-09-06,19:38:37,0.88,1.1,2731.734375
2023-09-06,19:38:50,1.43,1.61,2740.78125
2023-09-06,19:38:55,0.78,0.99,2740.78125
2023-09-06,19:41:24,0.8,1.02,2841.078125
2023-09-06,19:41:55,1.25,2.26,2854.65625
2023-09-06,19:45:47,1.6,1.78,2900.96875
2023-09-06,19:47:45,1.34,1.56,2901.0625
2023-09-06,20:17:28,1.42,1.49,2901.0625
2023-09-06,20:18:50,0.78,0.99,2901.0625
2023-09-06,20:19:05,5.21,6.44,2916.984375
2023-09-07,00:55:06,1.41,1.49,110.078125
2023-09-07,00:55:19,1.43,1.61,110.171875
2023-09-07,00:55:59,0.78,0.99,110.265625
2023-09-07,00:56:16,1.43,7.48,473.5
2023-09-07,00:56:31,0.82,1.03,548.578125
2023-09-07,00:57:02,83.44,97.85,760.265625
2023-09-07,00:59:15,88.41,98.01,761.0625
2023-09-07,00:59:52,89.93,98.27,762.890625
2023-09-07,01:00:23,9.68,9.97,762.890625
2023-09-07,01:00:59,9.68,9.97,762.90625
2023-09-07,01:01:08,85.37,99.79,762.90625
2023-09-07,01:01:25,89.93,98.27,762.90625
2023-09-07,01:01:42,9.69,9.97,762.90625
2023-09-07,01:02:14,9.68,9.97,762.96875
2023-09-07,01:02:30,85.37,99.79,763.21875
2023-09-07,01:02:46,89.93,98.27,763.21875
2023-09-07,01:05:42,9.68,9.97,763.21875
2023-09-07,01:05:55,9.68,9.97,763.21875
2023-09-07,01:06:53,9.69,9.98,763.265625
2023-09-07,01:07:02,85.38,99.8,763.28125
2023-09-07,01:07:09,0.8,1.01,763.28125
2023-09-07,01:07:32,0.8,1.01,763.375
2023-09-07,01:07:43,83.44,97.86,763.375
2023-09-07,01:08:20,89.95,98.29,763.375
2023-09-07,01:08:28,9.7,9.99,763.375
2023-09-07,01:08:49,9.7,9.99,763.390625
2023-09-07,01:09:01,85.38,99.8,763.515625
2023-09-07,01:09:15,89.95,98.29,763.515625
2023-09-07,01:09:38,9.7,9.99,763.515625
2023-09-07,01:09:52,85.39,99.81,763.515625
2023-09-07,01:10:17,88.43,98.03,763.515625
2023-09-07,01:10:46,89.95,98.29,763.515625
2023-09-07,01:11:27,85.39,99.81,763.515625
2023-09-07,01:11:43,100.07,100.5,766.359375
2023-09-07,01:12:27,104.73,105.07,767.28125
2023-09-07,01:13:00,90.38,104.8,767.28125
2023-09-07,01:13:49,0.8,1.02,767.28125
2023-09-07,01:22:35,1.42,1.49,777.421875
2023-09-07,01:22:47,0.78,0.99,777.421875
2023-09-07,01:22:55,83.42,97.84,777.421875
2023-09-07,01:26:26,88.41,98.01,777.421875
2023-09-07,01:26:56,89.93,98.27,777.421875
2023-09-07,01:29:09,9.69,9.97,777.421875
2023-09-07,01:33:17,1.42,1.49,4701.390625
2023-09-07,01:33:22,0.78,0.99,4701.40625
2023-09-07,01:42:03,1.02,7.16,4952.9375
2023-09-07,01:43:51,0.78,1,4953.21875
2023-09-07,01:44:12,1.43,7.48,4953.21875
2023-09-07,01:47:52,1.44,7.49,5128.90625
2023-09-07,01:48:44,300.34,2007.8,5129.046875
2023-09-07,01:49:10,1.44,7.49,5129.046875
2023-09-07,01:51:50,1.6,1.77,5129.0625
2023-09-07,01:52:18,1.71,1.89,5129.0625
2023-09-07,01:54:43,1.34,1.55,5129.078125
2023-09-07,02:52:08,1.42,1.49,6677.828125
2023-09-07,02:52:17,0.78,0.99,6679.3125
2023-09-07,02:52:28,1.43,7.48,6680.8125
2023-09-07,13:56:51,1.41,1.48,2049.140625
2023-09-07,14:03:24,2.1,2.18,2082.5
2023-09-07,14:03:30,2.11,2.33,2083.046875
2023-09-07,14:56:47,2.1,2.23,2215.609375
2023-09-08,09:20:24,1.41,1.48,320.984375
2023-09-08,10:14:07,1.41,1.48,1579.40625
2023-09-08,13:21:35,1.41,1.48,1623.359375
2023-09-10,02:11:49,1.4,1.48,386.09375
2023-09-10,02:12:01,1.42,1.6,386.171875
2023-09-10,02:12:06,0.77,0.99,386.171875
2023-09-10,02:15:45,0.82,1.92,386.375
2023-09-10,02:16:56,0.82,1.92,386.375
2023-09-10,02:39:33,0.82,1.92,387.75
2023-09-10,02:46:28,0.83,1.93,244.234375
2023-09-10,02:47:55,0.83,1.93,981.296875
2023-09-10,02:50:20,0.83,1.93,981.375
2023-09-10,02:51:22,0.83,1.93,981.375
2023-09-10,02:51:56,0.82,1.92,981.375
2023-09-10,02:52:24,0.82,1.92,981.375
2023-09-10,03:01:04,0.82,1.92,981.375
2023-09-10,03:02:22,0.82,1.92,981.375
2023-09-10,03:02:53,0.82,1.92,981.375
2023-09-10,03:03:46,0.82,1.92,981.375
2023-09-10,03:07:16,0.82,1.92,981.375
2023-09-10,03:08:40,0.82,1.92,981.375
2023-09-10,03:23:05,0.83,1.93,208.296875
2023-09-12,08:26:09,1.4,1.48,2006.8125
2023-09-12,08:26:22,1.42,1.6,2006.84375
2023-09-12,08:26:42,0.77,0.99,2006.890625
2023-09-12,08:27:02,71.48,87.26,2015.453125
2023-09-12,08:27:24,72.04,87.43,2015.5
2023-09-12,08:27:31,0.77,0.99,2015.5
2023-09-12,08:28:28,72.75,87.3,2038.890625
2023-09-12,08:30:45,74.51,87.46,2039.03125
2023-09-12,08:31:20,74.51,87.46,2039.03125
2023-09-12,10:20:14,10.91,13.24,7733.46875
2023-09-12,10:22:08,1.42,1.6,7735.21875
2023-09-12,10:41:26,1.41,1.48,7737.578125
2023-09-12,10:41:49,0.77,0.98,7736.046875
2023-09-12,10:42:06,1.23,2.23,7738.875
2023-09-12,10:42:42,0.87,1.08,7736.953125
2023-09-12,10:42:53,1.26,2.27,7736.90625
2023-09-12,10:43:44,1.26,2.18,7738.53125
2023-09-12,10:44:17,1.43,1.61,7737.109375
2023-09-12,10:44:25,0.78,0.99,7736.96875
2023-09-12,10:44:37,1.23,2.16,7736.65625
2023-09-12,10:46:48,43.57,401.87,7733.25
2023-09-12,10:51:51,1.24,2.17,7773.46875
2023-09-12,10:55:59,1.36,2.29,7834.921875
2023-09-12,10:57:00,1.36,2.29,7797.765625
2023-09-12,14:53:57,1.41,1.49,7749.609375
2023-09-12,14:54:17,0.78,0.99,7749.625
2023-09-12,14:56:29,1.23,2.16,7764.890625
2023-09-12,15:03:06,1.24,2.17,7748.703125
2023-09-12,15:08:42,1.24,2.17,7748.703125
2023-09-12,15:10:38,0.83,0.99,7748.703125
2023-09-12,15:18:25,1.37,1.6,7748.703125
2023-09-12,15:19:25,1.37,1.6,7748.703125
2023-09-12,15:19:58,1.37,1.6,7748.703125
2023-09-12,15:20:18,1.37,1.6,7748.703125
2023-09-12,15:24:01,1.38,1.68,7749.046875
2023-09-12,15:24:11,1.38,1.71,7749.046875
2023-09-12,15:29:09,4.78,6.96,7749.046875
2023-09-12,15:31:24,4.59,6.96,7749.046875
2023-09-12,15:34:16,4.57,6.96,7749.046875
2023-09-12,15:34:34,1.48,1.88,7749.046875
2023-09-12,15:36:56,1.65,1.83,7749.046875
2023-09-12,15:37:07,1.65,1.83,7749.046875
2023-09-12,15:38:51,1.65,1.83,7749.046875
2023-09-12,15:39:46,1.65,1.83,7749.046875
2023-09-12,15:40:14,1.65,1.83,7749.046875
2023-09-12,15:42:38,1.65,1.83,7749.046875
2023-09-12,15:43:23,1.65,1.83,7749.046875
2023-09-12,15:43:29,1.24,2.17,7749.046875
2023-09-12,15:44:41,1.65,1.83,7749.046875
2023-09-12,15:44:46,1.24,2.17,7749.046875
2023-09-12,15:45:00,1.65,1.83,7749.046875
2023-09-12,15:45:35,1.65,1.83,7749.046875
2023-09-12,15:47:20,1.65,1.83,7749.046875
2023-09-12,15:47:28,1.65,1.83,7749.046875
2023-09-12,15:47:50,1.65,1.83,7749.046875
2023-09-12,15:56:12,1.65,1.84,7749.046875
2023-09-12,15:56:35,1.66,1.84,7749.0625
2023-09-12,15:57:03,1.66,1.84,7749.046875
2023-09-12,15:57:28,1.66,1.84,7749.046875
2023-09-12,15:58:07,1.66,1.84,7749.046875
2023-09-12,15:58:34,1.66,1.84,7749.046875
2023-09-12,15:59:28,1.66,1.84,7749.046875
2023-09-12,15:59:49,1.66,1.84,7749.046875
2023-09-12,16:00:55,1.66,1.84,7749.046875
2023-09-12,16:01:04,1.66,1.84,7749.046875
2023-09-12,16:01:21,1.66,1.84,7749.046875
2023-09-12,16:01:36,1.66,1.84,7749.046875
2023-09-12,16:02:22,1.66,1.84,7749.046875
2023-09-12,16:02:45,1.66,1.84,7749.046875
2023-09-12,16:05:04,1.66,1.85,7749.046875
2023-09-12,16:05:16,1.66,1.85,7749.046875
2023-09-12,16:05:44,1.66,1.85,7749.046875
2023-09-12,16:06:42,1.66,1.84,7749.046875
2023-09-12,16:06:55,1.66,1.84,7749.046875
2023-09-12,16:07:22,1.66,1.85,7749.046875
2023-09-12,16:08:21,1.66,1.85,7749.046875
2023-09-12,16:08:39,1.66,1.85,7749.046875
2023-09-12,16:09:26,1.66,1.85,7749.046875
2023-09-12,16:10:12,1.66,1.84,7749.046875
2023-09-12,16:10:50,1.66,1.84,7749.046875
2023-09-12,16:11:10,1.66,1.84,7749.046875
2023-09-12,16:11:26,1.66,1.84,7749.046875
2023-09-12,16:11:57,1.66,1.84,7749.046875
2023-09-12,16:12:14,1.66,1.85,7749.046875
2023-09-12,16:13:09,1.66,1.85,7749.046875
2023-09-12,16:13:46,1.66,1.85,7749.046875
2023-09-12,16:15:01,1.66,1.85,7749.046875
2023-09-12,16:15:43,1.66,1.85,7749.046875
2023-09-12,16:15:58,1.66,1.85,7749.046875
2023-09-12,16:16:07,1.66,1.85,7749.046875
2023-09-12,16:17:19,1.66,1.85,7749.046875
2023-09-12,16:18:30,1.66,1.85,7749.046875
2023-09-12,16:19:19,1.66,1.85,7749.046875
2023-09-12,16:20:03,1.66,1.85,7749.046875
