Fecha,Hora,Megabytes Normal,Megabytes Picos
2023-09-10,02:51:22,0.81,1.93
2023-09-10,02:51:55,0.81,1.92
2023-09-10,02:52:24,0.81,1.92
2023-09-10,03:01:04,0.81,1.92
2023-09-10,03:02:22,0.81,1.92
2023-09-10,03:02:53,0.81,1.92
2023-09-10,03:03:46,0.81,1.92
2023-09-10,03:07:16,0.81,1.92
2023-09-10,03:08:40,0.81,1.92
2023-09-10,03:23:04,0.81,1.93
2023-09-12,08:26:09,1.39,1.48
2023-09-12,08:26:22,1.41,1.6
2023-09-12,08:26:42,0.75,0.99
2023-09-12,08:27:02,71.47,87.26
2023-09-12,08:27:24,72.03,87.43
2023-09-12,08:27:31,0.76,0.99
2023-09-12,08:28:28,72.73,87.3
2023-09-12,08:30:44,74.49,87.46
2023-09-12,08:31:20,74.49,87.46
2023-09-12,10:20:14,10.9,13.24
2023-09-12,10:22:07,1.41,1.6
2023-09-12,10:41:25,1.39,1.48
2023-09-12,10:41:49,0.75,0.98
2023-09-12,10:42:06,1.21,2.23
2023-09-12,10:42:42,0.85,1.08
2023-09-12,10:42:53,1.24,2.27
2023-09-12,10:43:44,1.24,2.18
2023-09-12,10:44:17,1.41,1.61
2023-09-12,10:44:24,0.76,0.99
2023-09-12,10:44:37,1.22,2.16
2023-09-12,10:46:48,43.56,401.87
2023-09-12,10:51:51,1.23,2.17
2023-09-12,10:55:59,1.35,2.29
2023-09-12,10:57:00,1.35,2.29
2023-09-12,14:53:57,1.39,1.49
2023-09-12,14:54:16,0.76,0.99
2023-09-12,14:56:29,1.22,2.16
2023-09-12,15:03:06,1.23,2.17
2023-09-12,15:08:42,1.23,2.17
2023-09-12,15:10:38,0.81,0.99
2023-09-12,15:18:25,1.36,1.6
2023-09-12,15:19:24,1.36,1.6
2023-09-12,15:19:58,1.36,1.6
2023-09-12,15:20:18,1.36,1.6
2023-09-12,15:24:01,1.36,1.68
2023-09-12,15:24:11,1.36,1.71
2023-09-12,15:29:09,4.76,6.96
2023-09-12,15:31:24,4.57,6.96
2023-09-12,15:34:16,4.55,6.96
2023-09-12,15:34:34,1.46,1.88
2023-09-12,15:36:56,1.63,1.83
2023-09-12,15:37:07,1.63,1.83
2023-09-12,15:38:51,1.63,1.83
2023-09-12,15:39:46,1.63,1.83
2023-09-12,15:40:14,1.63,1.83
2023-09-12,15:42:38,1.63,1.83
2023-09-12,15:43:23,1.63,1.83
2023-09-12,15:43:29,1.23,2.17
2023-09-12,15:44:40,1.63,1.83
2023-09-12,15:44:46,1.23,2.17
2023-09-12,15:45:00,1.63,1.83
2023-09-12,15:45:35,1.63,1.83
2023-09-12,15:47:20,1.63,1.83
2023-09-12,15:47:28,1.63,1.83
2023-09-12,15:47:50,1.63,1.83
2023-09-12,15:56:12,1.64,1.84
2023-09-12,15:56:35,1.64,1.84
2023-09-12,15:57:03,1.64,1.84
2023-09-12,15:57:28,1.64,1.84
2023-09-12,15:58:07,1.64,1.84
2023-09-12,15:58:34,1.64,1.84
2023-09-12,15:59:28,1.64,1.84
2023-09-12,15:59:49,1.64,1.84
2023-09-12,16:00:55,1.64,1.84
2023-09-12,16:01:04,1.64,1.84
2023-09-12,16:01:21,1.64,1.84
2023-09-12,16:01:36,1.64,1.84
2023-09-12,16:02:21,1.64,1.84
2023-09-12,16:02:45,1.64,1.84
2023-09-12,16:05:04,1.64,1.85
2023-09-12,16:05:16,1.64,1.85
2023-09-12,16:05:44,1.64,1.85
2023-09-12,16:06:42,1.64,1.84
2023-09-12,16:06:55,1.64,1.84
2023-09-12,16:07:22,1.64,1.85
2023-09-12,16:08:21,1.64,1.85
2023-09-12,16:08:39,1.64,1.85
2023-09-12,16:09:26,1.64,1.85
2023-09-12,16:10:12,1.64,1.84
2023-09-12,16:10:50,1.64,1.84
2023-09-12,16:11:10,1.64,1.84
2023-09-12,16:11:26,1.64,1.84
2023-09-12,16:11:57,1.64,1.84
2023-09-12,16:12:14,1.64,1.85
2023-09-12,16:13:09,1.64,1.85
2023-09-12,16:13:46,1.64,1.85
2023-09-12,16:15:01,1.64,1.85
2023-09-12,16:15:43,1.64,1.85
2023-09-12,16:15:58,1.64,1.85
2023-09-12,16:16:07,1.64,1.85
2023-09-12,16:17:19,1.64,1.85
2023-09-12,16:18:30,1.64,1.85
2023-09-12,16:19:19,1.64,1.85
2023-09-12,16:20:03,1.64,1.85
2023-09-12,16:20:26,1.64,1.85
2023-09-12,16:20:57,1.64,1.85
2023-09-12,16:21:08,1.64,1.85
2023-09-12,16:21:19,1.64,1.85
2023-09-12,16:23:23,1.64,1.85
2023-09-12,16:23:37,1.64,1.85
2023-09-12,16:24:08,1.64,1.85
2023-09-12,16:24:38,1.64,1.85
2023-09-12,16:24:57,1.64,1.85
2023-09-12,16:25:08,1.64,1.85
2023-09-12,16:25:24,1.64,1.85
2023-09-12,16:26:27,1.64,1.85
2023-09-12,16:26:36,1.64,1.85
2023-09-12,16:26:52,1.64,1.85
2023-09-12,16:27:28,1.64,1.85
2023-09-12,16:27:49,1.64,1.85
2023-09-12,16:28:46,1.64,1.85
2023-09-12,16:29:24,1.64,1.85
2023-09-12,16:29:37,1.64,1.85
2023-09-12,16:30:07,1.64,1.85
2023-09-12,16:30:17,1.64,1.85
2023-09-12,16:31:11,1.64,1.85
2023-09-12,16:31:35,1.64,1.85
2023-09-12,16:31:54,1.64,1.85
2023-09-12,16:32:31,1.64,1.85
2023-09-12,16:32:55,1.64,1.85
2023-09-12,16:33:22,1.64,1.85
2023-09-12,16:34:01,1.64,1.85
2023-09-12,16:34:30,1.64,1.85
2023-09-12,16:35:25,1.64,1.85
2023-09-12,16:49:09,1.64,1.85
2023-09-12,16:49:35,1.64,1.85
2023-09-12,16:49:54,1.64,1.85
2023-09-12,16:50:07,1.64,1.85
2023-09-12,16:50:23,1.64,1.85
2023-09-12,16:50:51,1.64,1.85
2023-09-12,16:51:49,1.64,1.85
2023-09-12,16:52:03,1.64,1.85
2023-09-12,16:52:11,1.64,1.85
2023-09-12,16:53:12,1.64,1.85
2023-09-12,16:54:05,1.64,1.85
2023-09-12,16:54:29,1.64,1.85
2023-09-12,16:54:48,1.64,1.85
2023-09-12,16:55:18,1.64,1.85
2023-09-12,16:55:39,1.64,1.85
2023-09-12,16:56:18,1.64,1.85
2023-09-12,16:56:32,1.64,1.85
2023-09-12,16:57:03,1.64,1.85
2023-09-12,16:57:15,1.64,1.85
2023-09-12,16:57:25,1.64,1.85
2023-09-12,16:57:31,1.64,1.85
2023-09-12,16:57:37,1.23,2.17
2023-09-12,16:57:50,1.64,1.85
2023-09-12,16:59:18,1.64,1.85
2023-09-12,17:02:09,1.64,1.85
2023-09-12,17:02:47,1.23,2.17
2023-09-12,17:11:13,1.65,1.85
2023-09-12,17:13:13,1.65,1.85
2023-09-12,17:17:03,1.69,1.93
2023-09-12,17:17:18,1.64,1.85
2023-09-12,17:17:43,1.69,1.93
2023-09-12,17:33:29,1.69,1.93
2023-09-12,18:34:11,1.69,1.93
2023-09-12,18:34:57,1.69,1.93
2023-09-12,18:35:23,1.69,1.93
2023-09-12,18:35:59,1.69,1.93
2023-09-12,18:36:06,1.69,1.93
2023-09-12,18:36:10,1.69,1.93
2023-09-12,18:36:33,1.69,1.93
2023-09-12,19:08:22,1.69,1.93
2023-09-12,19:08:38,1.69,1.93
2023-09-12,21:48:58,1.39,1.49
2023-09-12,21:49:04,0.76,0.99
2023-09-12,21:49:21,1.21,2.15
2023-09-12,21:49:38,1.23,2.17
2023-09-12,21:52:00,0.8,1.04
2023-09-12,21:52:23,1.23,2.17
2023-09-12,21:52:53,1.35,2.29
2023-09-12,21:53:10,0.92,1.16
2023-09-12,21:53:21,0.92,1.16
2023-09-12,21:53:29,1.35,2.29
2023-09-12,21:56:58,0.95,1.11
2023-09-12,21:57:35,0.95,1.11
2023-09-12,21:58:35,1,24.17
2023-09-12,21:59:02,1.01,24.17
2023-09-12,22:13:45,1,24.17
2023-09-12,23:02:08,1,25.6
2023-09-12,23:06:18,1,25.6
2023-09-12,23:07:51,1,25.6
2023-09-12,23:08:55,1,25.6
2023-09-12,23:11:31,0.89,1.06
2023-09-12,23:21:34,1.01,25.61
2023-09-12,23:22:33,1.01,25.61
2023-09-12,23:23:27,1.01,25.61
2023-09-12,23:23:37,1.01,25.61
2023-09-12,23:24:19,1.01,25.61
2023-09-12,23:24:51,1.01,25.61
2023-09-12,23:25:03,1.01,25.61
2023-09-12,23:25:14,1.01,25.61
2023-09-12,23:25:54,1.01,25.61
2023-09-13,00:18:10,1.01,25.61
2023-09-13,00:20:05,1.01,25.61
2023-09-13,00:31:34,1.01,25.61
2023-09-13,00:32:04,1.01,25.61
2023-09-13,00:38:15,1.01,25.61
2023-09-13,00:40:58,1.01,25.61
2023-09-13,00:42:48,1.01,25.61
2023-09-13,00:43:50,1.01,25.61
2023-09-13,00:54:14,1.01,25.61
2023-09-13,00:56:24,0.95,1.11
2023-09-13,01:04:04,1,25.6
2023-09-13,01:06:18,0.95,1.11
2023-09-13,01:06:55,0.95,1.11
2023-09-13,01:07:01,0.95,1.11
2023-09-13,01:07:12,0.95,1.11
2023-09-13,01:07:41,0.95,1.11
2023-09-13,01:07:51,0.95,1.11
2023-09-13,01:09:02,0.95,1.11
2023-09-13,01:11:58,1.73,1.92
2023-09-13,01:12:14,1.73,1.92
2023-09-13,01:13:37,1.74,1.93
2023-09-13,01:13:53,1.74,1.93
2023-09-13,01:15:20,1.74,1.93
2023-09-13,01:16:49,1.74,1.93
2023-09-13,01:16:51,1.74,1.93
2023-09-13,01:17:29,1.74,1.93
2023-09-13,01:18:49,1.82,2.05
2023-09-13,01:19:05,1.82,2.05
2023-09-13,01:20:00,1.82,2.05
2023-09-13,01:21:16,1.82,2.05
2023-09-13,01:27:51,1.35,2.29
2023-09-13,01:58:02,1.35,2.29
2023-09-13,01:58:36,1.35,2.29
2023-09-13,01:59:47,1.81,2.05
