Clave,Folio,Clave Ciudadano,Clave Programa Apoyo,Fecha,Hora,Observaciones
SCPA00028556,SCPA00028556,SIC0016744,PA00000001,2022-01-02,12:05:21,
SCPA00028557,SCPA00028557,SIC0008505,PA00000001,2022-01-02,12:05:21,
SCPA00028558,SCPA00028558,SIC0014040,PA00000001,2022-01-02,12:05:21,
SCPA00028559,SCPA00028559,SIC0010921,PA00000001,2022-01-02,12:05:21,
SCPA00028560,SCPA00028560,SIC0012532,PA00000001,2022-01-02,12:05:21,
SCPA00028561,SCPA00028561,SIC0015151,PA00000001,2022-01-02,12:05:21,
SCPA00028562,SCPA00028562,SIC0012933,PA00000001,2022-01-02,12:05:21,
SCPA00028563,SCPA00028563,SIC0003691,PA00000001,2022-01-02,12:05:21,
SCPA00028564,SCPA00028564,SIC0017214,PA00000001,2022-01-02,12:05:21,
SCPA00028565,SCPA00028565,SIC0010543,PA00000001,2022-01-02,12:05:21,
SCPA00028566,SCPA00028566,SIC0000938,PA00000001,2022-01-02,12:05:21,
SCPA00028567,SCPA00028567,SIC0006231,PA00000001,2022-01-02,12:05:21,
SCPA00028568,SCPA00028568,SIC0013068,PA00000001,2022-01-02,12:05:21,
SCPA00028569,SCPA00028569,SIC0008517,PA00000001,2022-01-02,12:05:21,
SCPA00028570,SCPA00028570,SIC0012309,PA00000001,2022-01-02,12:05:21,
SCPA00028571,SCPA00028571,SIC0014220,PA00000001,2022-01-02,12:05:21,
SCPA00028572,SCPA00028572,SIC0001436,PA00000001,2022-01-02,12:05:21,
SCPA00028573,SCPA00028573,SIC0010952,PA00000001,2022-01-02,12:05:21,
SCPA00028574,SCPA00028574,SIC0002285,PA00000001,2022-01-02,12:05:21,
SCPA00028575,SCPA00028575,SIC0017391,PA00000001,2022-01-02,12:05:21,
SCPA00028576,SCPA00028576,SIC0013750,PA00000001,2022-01-02,12:05:21,
SCPA00028577,SCPA00028577,SIC0016041,PA00000001,2022-01-02,12:05:21,
SCPA00028578,SCPA00028578,SIC0005566,PA00000001,2022-01-02,12:05:21,
SCPA00028579,SCPA00028579,SIC0015454,PA00000001,2022-01-02,12:05:21,
SCPA00028580,SCPA00028580,SIC0003153,PA00000001,2022-01-02,12:05:21,
SCPA00028581,SCPA00028581,SIC0000122,PA00000001,2022-01-02,12:05:21,
SCPA00028582,SCPA00028582,SIC0000237,PA00000001,2022-01-02,12:05:21,
SCPA00028583,SCPA00028583,SIC0016594,PA00000001,2022-01-02,12:05:21,
SCPA00028584,SCPA00028584,SIC0016105,PA00000001,2022-01-02,12:05:21,
SCPA00028585,SCPA00028585,SIC0012566,PA00000001,2022-01-02,12:05:21,
SCPA00028586,SCPA00028586,SIC0012319,PA00000001,2022-01-02,12:05:21,
SCPA00028587,SCPA00028587,SIC0013592,PA00000001,2022-01-02,12:05:21,
SCPA00028588,SCPA00028588,SIC0008501,PA00000001,2022-01-02,12:05:21,
SCPA00028589,SCPA00028589,SIC0002023,PA00000001,2022-01-02,12:05:21,
SCPA00028590,SCPA00028590,SIC0003455,PA00000001,2022-01-02,12:05:21,
SCPA00028591,SCPA00028591,SIC0015638,PA00000001,2022-01-02,12:05:21,
SCPA00028592,SCPA00028592,SIC0005263,PA00000001,2022-01-02,12:05:21,
SCPA00028593,SCPA00028593,SIC0014342,PA00000001,2022-01-02,12:05:21,
SCPA00028594,SCPA00028594,SIC0002975,PA00000001,2022-01-02,12:05:21,
SCPA00028595,SCPA00028595,SIC0005348,PA00000001,2022-01-02,12:05:21,
SCPA00028596,SCPA00028596,SIC0005606,PA00000001,2022-01-02,12:05:21,
SCPA00028597,SCPA00028597,SIC0005948,PA00000001,2022-01-02,12:05:21,
SCPA00028598,SCPA00028598,SIC0013253,PA00000001,2022-01-02,12:05:21,
SCPA00028599,SCPA00028599,SIC0015700,PA00000001,2022-01-02,12:05:21,
SCPA00028600,SCPA00028600,SIC0013213,PA00000001,2022-01-02,12:05:21,
SCPA00028601,SCPA00028601,SIC0001893,PA00000001,2022-01-02,12:05:21,
SCPA00028602,SCPA00028602,SIC0012060,PA00000001,2022-01-02,12:05:21,
SCPA00028603,SCPA00028603,SIC0011885,PA00000001,2022-01-02,12:05:21,
SCPA00028604,SCPA00028604,SIC0015688,PA00000001,2022-01-02,12:05:21,
SCPA00028605,SCPA00028605,SIC0016867,PA00000001,2022-01-02,12:05:21,
SCPA00028606,SCPA00028606,SIC0008939,PA00000001,2022-01-02,12:05:21,
SCPA00028607,SCPA00028607,SIC0012901,PA00000001,2022-01-02,12:05:21,
SCPA00028608,SCPA00028608,SIC0012153,PA00000001,2022-01-02,12:05:21,
SCPA00028609,SCPA00028609,SIC0012647,PA00000001,2022-01-02,12:05:21,
SCPA00028610,SCPA00028610,SIC0002880,PA00000001,2022-01-02,12:05:21,
SCPA00028611,SCPA00028611,SIC0014546,PA00000001,2022-01-02,12:05:21,
SCPA00028612,SCPA00028612,SIC0001889,PA00000001,2022-01-02,12:05:21,
SCPA00028613,SCPA00028613,SIC0016497,PA00000001,2022-01-02,12:05:21,
SCPA00028614,SCPA00028614,SIC0001841,PA00000001,2022-01-02,12:05:21,
SCPA00028615,SCPA00028615,SIC0005689,PA00000001,2022-01-02,12:05:21,
SCPA00028616,SCPA00028616,SIC0009167,PA00000001,2022-01-02,12:05:21,
SCPA00028617,SCPA00028617,SIC0013536,PA00000001,2022-01-02,12:05:21,
SCPA00028618,SCPA00028618,SIC0000878,PA00000001,2022-01-02,12:05:21,
SCPA00028619,SCPA00028619,SIC0016384,PA00000001,2022-01-02,12:05:21,
SCPA00028620,SCPA00028620,SIC0012093,PA00000001,2022-01-02,12:05:21,
SCPA00028621,SCPA00028621,SIC0012502,PA00000001,2022-01-02,12:05:21,
SCPA00028622,SCPA00028622,SIC0001605,PA00000001,2022-01-02,12:05:21,
SCPA00028623,SCPA00028623,SIC0012297,PA00000001,2022-01-02,12:05:21,
SCPA00028624,SCPA00028624,SIC0009226,PA00000001,2022-01-02,12:05:21,
SCPA00028625,SCPA00028625,SIC0013917,PA00000001,2022-01-02,12:05:21,
SCPA00028626,SCPA00028626,SIC0001642,PA00000001,2022-01-02,12:05:21,
SCPA00028627,SCPA00028627,SIC0004377,PA00000001,2022-01-02,12:05:21,
SCPA00028628,SCPA00028628,SIC0002664,PA00000001,2022-01-02,12:05:21,
SCPA00028629,SCPA00028629,SIC0016133,PA00000001,2022-01-02,12:05:21,
SCPA00028630,SCPA00028630,SIC0006070,PA00000001,2022-01-02,12:05:21,
SCPA00028631,SCPA00028631,SIC0016787,PA00000001,2022-01-02,12:05:21,
SCPA00028632,SCPA00028632,SIC0010287,PA00000001,2022-01-02,12:05:21,
SCPA00028633,SCPA00028633,SIC0006513,PA00000001,2022-01-02,12:05:21,
SCPA00028634,SCPA00028634,SIC0005394,PA00000001,2022-01-02,12:05:21,
SCPA00028635,SCPA00028635,SIC0006481,PA00000001,2022-01-02,12:05:21,
SCPA00028636,SCPA00028636,SIC0004073,PA00000001,2022-01-02,12:05:21,
SCPA00028637,SCPA00028637,SIC0012742,PA00000001,2022-01-02,12:05:21,
SCPA00028638,SCPA00028638,SIC0005707,PA00000001,2022-01-02,12:05:21,
SCPA00028639,SCPA00028639,SIC0001928,PA00000001,2022-01-02,12:05:21,
SCPA00028640,SCPA00028640,SIC0015158,PA00000001,2022-01-02,12:05:21,
SCPA00028641,SCPA00028641,SIC0002932,PA00000001,2022-01-02,12:05:21,
SCPA00028642,SCPA00028642,SIC0005574,PA00000001,2022-01-02,12:05:21,
SCPA00028643,SCPA00028643,SIC0006043,PA00000001,2022-01-02,12:05:21,
SCPA00028644,SCPA00028644,SIC0009616,PA00000001,2022-01-02,12:05:21,
SCPA00028645,SCPA00028645,SIC0009801,PA00000001,2022-01-02,12:05:21,
SCPA00028646,SCPA00028646,SIC0012766,PA00000001,2022-01-02,12:05:21,
SCPA00028647,SCPA00028647,SIC0013720,PA00000001,2022-01-02,12:05:21,
SCPA00028648,SCPA00028648,SIC0013299,PA00000001,2022-01-02,12:05:21,
SCPA00028649,SCPA00028649,SIC0016472,PA00000001,2022-01-02,12:05:21,
SCPA00028650,SCPA00028650,SIC0015608,PA00000001,2022-01-02,12:05:21,
SCPA00028651,SCPA00028651,SIC0005044,PA00000001,2022-01-02,12:05:21,
SCPA00028652,SCPA00028652,SIC0003509,PA00000001,2022-01-02,12:05:21,
SCPA00028653,SCPA00028653,SIC0013936,PA00000001,2022-01-02,12:05:21,
SCPA00028654,SCPA00028654,SIC0006419,PA00000001,2022-01-02,12:05:21,
SCPA00028655,SCPA00028655,SIC0010174,PA00000001,2022-01-02,12:05:21,
SCPA00028656,SCPA00028656,SIC0012975,PA00000001,2022-01-02,12:05:21,
SCPA00028657,SCPA00028657,SIC0014380,PA00000001,2022-01-02,12:05:21,
SCPA00028658,SCPA00028658,SIC0002801,PA00000001,2022-01-02,12:05:21,
SCPA00028659,SCPA00028659,SIC0005346,PA00000001,2022-01-02,12:05:21,
SCPA00028660,SCPA00028660,SIC0010879,PA00000001,2022-01-02,12:05:21,
SCPA00028661,SCPA00028661,SIC0001691,PA00000001,2022-01-02,12:05:21,
SCPA00028662,SCPA00028662,SIC0000819,PA00000001,2022-01-02,12:05:21,
SCPA00028663,SCPA00028663,SIC0014895,PA00000001,2022-01-02,12:05:21,
SCPA00028664,SCPA00028664,SIC0011950,PA00000001,2022-01-02,12:05:21,
SCPA00028665,SCPA00028665,SIC0010441,PA00000001,2022-01-02,12:05:21,
SCPA00028666,SCPA00028666,SIC0000708,PA00000001,2022-01-02,12:05:21,
SCPA00028667,SCPA00028667,SIC0011804,PA00000001,2022-01-02,12:05:21,
SCPA00028668,SCPA00028668,SIC0010972,PA00000001,2022-01-02,12:05:21,
SCPA00028669,SCPA00028669,SIC0009631,PA00000001,2022-01-02,12:05:21,
SCPA00028670,SCPA00028670,SIC0016324,PA00000001,2022-01-02,12:05:21,
SCPA00028671,SCPA00028671,SIC0002208,PA00000001,2022-01-02,12:05:21,
SCPA00028672,SCPA00028672,SIC0008631,PA00000001,2022-01-02,12:05:21,
SCPA00028673,SCPA00028673,SIC0010759,PA00000001,2022-01-02,12:05:21,
SCPA00028674,SCPA00028674,SIC0014906,PA00000001,2022-01-02,12:05:21,
SCPA00028675,SCPA00028675,SIC0004172,PA00000001,2022-01-02,12:05:21,
SCPA00028676,SCPA00028676,SIC0002641,PA00000001,2022-01-02,12:05:21,
SCPA00028677,SCPA00028677,SIC0015225,PA00000001,2022-01-02,12:05:21,
SCPA00028678,SCPA00028678,SIC0005311,PA00000001,2022-01-02,12:05:21,
SCPA00028679,SCPA00028679,SIC0002560,PA00000001,2022-01-02,12:05:21,
SCPA00028680,SCPA00028680,SIC0013105,PA00000001,2022-01-02,12:05:21,
SCPA00028681,SCPA00028681,SIC0010742,PA00000001,2022-01-02,12:05:21,
SCPA00028682,SCPA00028682,SIC0011921,PA00000001,2022-01-02,12:05:21,
SCPA00028683,SCPA00028683,SIC0006172,PA00000001,2022-01-02,12:05:21,
SCPA00028684,SCPA00028684,SIC0016714,PA00000001,2022-01-02,12:05:21,
SCPA00028685,SCPA00028685,SIC0016013,PA00000001,2022-01-02,12:05:21,
SCPA00028686,SCPA00028686,SIC0010800,PA00000001,2022-01-02,12:05:21,
SCPA00028687,SCPA00028687,SIC0006287,PA00000001,2022-01-02,12:05:21,
SCPA00028688,SCPA00028688,SIC0017557,PA00000001,2022-01-02,12:05:21,
SCPA00028689,SCPA00028689,SIC0002948,PA00000001,2022-01-02,12:05:21,
SCPA00028690,SCPA00028690,SIC0003922,PA00000001,2022-01-02,12:05:21,
SCPA00028691,SCPA00028691,SIC0003203,PA00000001,2022-01-02,12:05:21,
SCPA00028692,SCPA00028692,SIC0011881,PA00000001,2022-01-02,12:05:21,
SCPA00028693,SCPA00028693,SIC0015846,PA00000001,2022-01-02,12:05:21,
SCPA00028694,SCPA00028694,SIC0009541,PA00000001,2022-01-02,12:05:21,
SCPA00028695,SCPA00028695,SIC0017340,PA00000001,2022-01-02,12:05:21,
SCPA00028696,SCPA00028696,SIC0017052,PA00000001,2022-01-02,12:05:21,
SCPA00028697,SCPA00028697,SIC0012542,PA00000001,2022-01-02,12:05:21,
SCPA00028698,SCPA00028698,SIC0000086,PA00000001,2022-01-02,12:05:21,
SCPA00028699,SCPA00028699,SIC0000271,PA00000001,2022-01-02,12:05:21,
SCPA00028700,SCPA00028700,SIC0012200,PA00000001,2022-01-02,12:05:21,
SCPA00028701,SCPA00028701,SIC0001190,PA00000001,2022-01-02,12:05:21,
SCPA00028702,SCPA00028702,SIC0008834,PA00000001,2022-01-02,12:05:21,
SCPA00028703,SCPA00028703,SIC0005838,PA00000001,2022-01-02,12:05:21,
SCPA00028704,SCPA00028704,SIC0005496,PA00000001,2022-01-02,12:05:21,
SCPA00028705,SCPA00028705,SIC0002636,PA00000001,2022-01-02,12:05:21,
SCPA00028706,SCPA00028706,SIC0013819,PA00000001,2022-01-02,12:05:21,
SCPA00028707,SCPA00028707,SIC0003520,PA00000001,2022-01-02,12:05:21,
SCPA00028708,SCPA00028708,SIC0001964,PA00000001,2022-01-02,12:05:21,
SCPA00028709,SCPA00028709,SIC0004469,PA00000001,2022-01-02,12:05:21,
SCPA00028710,SCPA00028710,SIC0012839,PA00000001,2022-01-02,12:05:21,
SCPA00028711,SCPA00028711,SIC0016166,PA00000001,2022-01-02,12:05:21,
SCPA00028712,SCPA00028712,SIC0001060,PA00000001,2022-01-02,12:05:21,
SCPA00028713,SCPA00028713,SIC0010675,PA00000001,2022-01-02,12:05:21,
SCPA00028714,SCPA00028714,SIC0004983,PA00000001,2022-01-02,12:05:21,
SCPA00028715,SCPA00028715,SIC0010918,PA00000001,2022-01-02,12:05:21,
SCPA00028716,SCPA00028716,SIC0011301,PA00000001,2022-01-02,12:05:21,
SCPA00028717,SCPA00028717,SIC0013396,PA00000001,2022-01-02,12:05:21,
SCPA00028718,SCPA00028718,SIC0010249,PA00000001,2022-01-02,12:05:21,
SCPA00028719,SCPA00028719,SIC0016189,PA00000001,2022-01-02,12:05:21,
SCPA00028720,SCPA00028720,SIC0011147,PA00000001,2022-01-02,12:05:21,
SCPA00028721,SCPA00028721,SIC0015076,PA00000001,2022-01-02,12:05:21,
SCPA00028722,SCPA00028722,SIC0002800,PA00000001,2022-01-02,12:05:21,
SCPA00028723,SCPA00028723,SIC0014721,PA00000001,2022-01-02,12:05:21,
SCPA00028724,SCPA00028724,SIC0017433,PA00000001,2022-01-02,12:05:21,
SCPA00028725,SCPA00028725,SIC0013617,PA00000001,2022-01-02,12:05:21,
SCPA00028726,SCPA00028726,SIC0010528,PA00000001,2022-01-02,12:05:21,
SCPA00028727,SCPA00028727,SIC0012136,PA00000001,2022-01-02,12:05:21,
SCPA00028728,SCPA00028728,SIC0013441,PA00000001,2022-01-02,12:05:21,
SCPA00028729,SCPA00028729,SIC0015749,PA00000001,2022-01-02,12:05:21,
SCPA00028730,SCPA00028730,SIC0009116,PA00000001,2022-01-02,12:05:21,
SCPA00028731,SCPA00028731,SIC0005388,PA00000001,2022-01-02,12:05:21,
SCPA00028732,SCPA00028732,SIC0016164,PA00000001,2022-01-02,12:05:21,
SCPA00028733,SCPA00028733,SIC0003533,PA00000001,2022-01-02,12:05:21,
SCPA00028734,SCPA00028734,SIC0011115,PA00000001,2022-01-02,12:05:21,
SCPA00028735,SCPA00028735,SIC0013083,PA00000001,2022-01-02,12:05:21,
SCPA00028736,SCPA00028736,SIC0000081,PA00000001,2022-01-02,12:05:21,
SCPA00028737,SCPA00028737,SIC0017083,PA00000001,2022-01-02,12:05:21,
SCPA00028738,SCPA00028738,SIC0005847,PA00000001,2022-01-02,12:05:21,
SCPA00028739,SCPA00028739,SIC0013314,PA00000001,2022-01-02,12:05:21,
SCPA00028740,SCPA00028740,SIC0011448,PA00000001,2022-01-02,12:05:21,
SCPA00028741,SCPA00028741,SIC0013724,PA00000001,2022-01-02,12:05:21,
SCPA00028742,SCPA00028742,SIC0013955,PA00000001,2022-01-02,12:05:21,
SCPA00028743,SCPA00028743,SIC0001314,PA00000001,2022-01-02,12:05:21,
SCPA00028744,SCPA00028744,SIC0000180,PA00000001,2022-01-02,12:05:21,
SCPA00028745,SCPA00028745,SIC0001409,PA00000001,2022-01-02,12:05:21,
SCPA00028746,SCPA00028746,SIC0005709,PA00000001,2022-01-02,12:05:21,
SCPA00028747,SCPA00028747,SIC0006124,PA00000001,2022-01-02,12:05:21,
SCPA00028748,SCPA00028748,SIC0009913,PA00000001,2022-01-02,12:05:21,
SCPA00028749,SCPA00028749,SIC0010787,PA00000001,2022-01-02,12:05:21,
SCPA00028750,SCPA00028750,SIC0011708,PA00000001,2022-01-02,12:05:21,
SCPA00028751,SCPA00028751,SIC0005907,PA00000001,2022-01-02,12:05:21,
SCPA00028752,SCPA00028752,SIC0000098,PA00000001,2022-01-02,12:05:21,
SCPA00028753,SCPA00028753,SIC0016077,PA00000001,2022-01-02,12:05:21,
SCPA00028754,SCPA00028754,SIC0014437,PA00000001,2022-01-02,12:05:21,
SCPA00028755,SCPA00028755,SIC0012501,PA00000001,2022-01-02,12:05:21,
SCPA00028756,SCPA00028756,SIC0014227,PA00000001,2022-01-02,12:05:21,
SCPA00028757,SCPA00028757,SIC0015822,PA00000001,2022-01-02,12:05:21,
SCPA00028758,SCPA00028758,SIC0011273,PA00000001,2022-01-02,12:05:21,
SCPA00028759,SCPA00028759,SIC0014736,PA00000001,2022-01-02,12:05:21,
SCPA00028760,SCPA00028760,SIC0012087,PA00000001,2022-01-02,12:05:21,
SCPA00028761,SCPA00028761,SIC0015347,PA00000001,2022-01-02,12:05:21,
SCPA00028762,SCPA00028762,SIC0009514,PA00000001,2022-01-02,12:05:21,
SCPA00028763,SCPA00028763,SIC0015889,PA00000001,2022-01-02,12:05:21,
SCPA00028764,SCPA00028764,SIC0000054,PA00000001,2022-01-02,12:05:21,
SCPA00028765,SCPA00028765,SIC0011387,PA00000001,2022-01-02,12:05:21,
SCPA00028766,SCPA00028766,SIC0009936,PA00000001,2022-01-02,12:05:21,
SCPA00028767,SCPA00028767,SIC0016903,PA00000001,2022-01-02,12:05:21,
SCPA00028768,SCPA00028768,SIC0009903,PA00000001,2022-01-02,12:05:21,
SCPA00028769,SCPA00028769,SIC0016483,PA00000001,2022-01-02,12:05:21,
SCPA00028770,SCPA00028770,SIC0002883,PA00000001,2022-01-02,12:05:21,
SCPA00028771,SCPA00028771,SIC0016286,PA00000001,2022-01-02,12:05:21,
SCPA00028772,SCPA00028772,SIC0005195,PA00000001,2022-01-02,12:05:21,
SCPA00028773,SCPA00028773,SIC0014570,PA00000001,2022-01-02,12:05:21,
SCPA00028774,SCPA00028774,SIC0015286,PA00000001,2022-01-02,12:05:21,
SCPA00028775,SCPA00028775,SIC0009354,PA00000001,2022-01-02,12:05:21,
SCPA00028776,SCPA00028776,SIC0008618,PA00000001,2022-01-02,12:05:21,
SCPA00028777,SCPA00028777,SIC0002006,PA00000001,2022-01-02,12:05:21,
SCPA00028778,SCPA00028778,SIC0016785,PA00000001,2022-01-02,12:05:21,
SCPA00028779,SCPA00028779,SIC0017468,PA00000001,2022-01-02,12:05:21,
SCPA00028780,SCPA00028780,SIC0000324,PA00000001,2022-01-02,12:05:21,
SCPA00028781,SCPA00028781,SIC0008973,PA00000001,2022-01-02,12:05:21,
SCPA00028782,SCPA00028782,SIC0000832,PA00000001,2022-01-02,12:05:21,
SCPA00028783,SCPA00028783,SIC0017755,PA00000001,2022-01-02,12:05:21,
SCPA00028784,SCPA00028784,SIC0012921,PA00000001,2022-01-02,12:05:21,
SCPA00028785,SCPA00028785,SIC0012937,PA00000001,2022-01-02,12:05:21,
SCPA00028786,SCPA00028786,SIC0001832,PA00000001,2022-01-02,12:05:21,
SCPA00028787,SCPA00028787,SIC0011577,PA00000001,2022-01-02,12:05:21,
SCPA00028788,SCPA00028788,SIC0000066,PA00000001,2022-01-02,12:05:21,
SCPA00028789,SCPA00028789,SIC0014331,PA00000001,2022-01-02,12:05:21,
SCPA00028790,SCPA00028790,SIC0009065,PA00000001,2022-01-02,12:05:21,
SCPA00028791,SCPA00028791,SIC0004484,PA00000001,2022-01-02,12:05:21,
SCPA00028792,SCPA00028792,SIC0001998,PA00000001,2022-01-02,12:05:21,
SCPA00028793,SCPA00028793,SIC0014697,PA00000001,2022-01-02,12:05:21,
SCPA00028794,SCPA00028794,SIC0005697,PA00000001,2022-01-02,12:05:21,
SCPA00028795,SCPA00028795,SIC0015178,PA00000001,2022-01-02,12:05:21,
SCPA00028796,SCPA00028796,SIC0004295,PA00000001,2022-01-02,12:05:21,
SCPA00028797,SCPA00028797,SIC0011178,PA00000001,2022-01-02,12:05:21,
SCPA00028798,SCPA00028798,SIC0004855,PA00000001,2022-01-02,12:05:21,
SCPA00028799,SCPA00028799,SIC0002254,PA00000001,2022-01-02,12:05:21,
SCPA00028800,SCPA00028800,SIC0009724,PA00000001,2022-01-02,12:05:21,
SCPA00028801,SCPA00028801,SIC0010106,PA00000001,2022-01-02,12:05:21,
SCPA00028802,SCPA00028802,SIC0012238,PA00000001,2022-01-02,12:05:21,
SCPA00028803,SCPA00028803,SIC0000602,PA00000001,2022-01-02,12:05:21,
SCPA00028804,SCPA00028804,SIC0011236,PA00000001,2022-01-02,12:05:21,
SCPA00028805,SCPA00028805,SIC0012378,PA00000001,2022-01-02,12:05:21,
SCPA00028806,SCPA00028806,SIC0017148,PA00000001,2022-01-02,12:05:21,
SCPA00028807,SCPA00028807,SIC0009487,PA00000001,2022-01-02,12:05:21,
SCPA00028808,SCPA00028808,SIC0016612,PA00000001,2022-01-02,12:05:21,
SCPA00028809,SCPA00028809,SIC0009681,PA00000001,2022-01-02,12:05:21,
SCPA00028810,SCPA00028810,SIC0002667,PA00000001,2022-01-02,12:05:21,
SCPA00028811,SCPA00028811,SIC0002754,PA00000001,2022-01-02,12:05:21,
SCPA00028812,SCPA00028812,SIC0005753,PA00000001,2022-01-02,12:05:21,
SCPA00028813,SCPA00028813,SIC0009869,PA00000001,2022-01-02,12:05:21,
SCPA00028814,SCPA00028814,SIC0015409,PA00000001,2022-01-02,12:05:21,
SCPA00028815,SCPA00028815,SIC0015708,PA00000001,2022-01-02,12:05:21,
SCPA00028816,SCPA00028816,SIC0010229,PA00000001,2022-01-02,12:05:21,
SCPA00028817,SCPA00028817,SIC0009947,PA00000001,2022-01-02,12:05:21,
SCPA00028818,SCPA00028818,SIC0002551,PA00000001,2022-01-02,12:05:21,
SCPA00028819,SCPA00028819,SIC0012847,PA00000001,2022-01-02,12:05:21,
SCPA00028820,SCPA00028820,SIC0017046,PA00000001,2022-01-02,12:05:21,
SCPA00028821,SCPA00028821,SIC0009661,PA00000001,2022-01-02,12:05:21,
